datetime,open,high,low,close,volume
2024-01-22 05:00:00,17403.619140625,17450.30078125,17309.869140625,17330.380859375,5456240000
2024-01-23 05:00:00,17346.94921875,17410.859375,17286.01953125,17404.2109375,5207680000
2024-01-24 05:00:00,17562.3203125,17665.259765625,17481.970703125,17499.30078125,4983210000
2024-01-25 05:00:00,17589.26953125,17631.33984375,17430.369140625,17516.990234375,5281570000
2024-01-26 05:00:00,17432.869140625,17514.759765625,17395.5390625,17421.009765625,4510530000
2024-01-29 05:00:00,17438.029296875,17603.94921875,17414.619140625,17596.26953125,4979310000
2024-01-30 05:00:00,17556.490234375,17578.4609375,17443.76953125,17476.7109375,4719240000
2024-01-31 05:00:00,17269.98046875,17375.3203125,17128.740234375,17137.240234375,5875610000
2024-02-01 05:00:00,17216.990234375,17356.759765625,17175.830078125,17344.7109375,5046920000
2024-02-02 05:00:00,17415.939453125,17682.2890625,17378.369140625,17642.73046875,4800690000
2024-02-05 05:00:00,17634.689453125,17655.76953125,17469.619140625,17613.0390625,4831020000
2024-02-06 05:00:00,17664.439453125,17680.619140625,17475.4296875,17572.73046875,4759640000
2024-02-07 05:00:00,17674.58984375,17784.169921875,17637.73046875,17755.0703125,4567580000
2024-02-08 05:00:00,17757.599609375,17814.119140625,17728.55078125,17783.169921875,5675850000
2024-02-09 05:00:00,17820.98046875,17987.900390625,17798.810546875,17962.41015625,5797260000
2024-02-12 05:00:00,17942.279296875,18041.44921875,17859.66015625,17882.66015625,5458490000
2024-02-13 05:00:00,17519.80078125,17717.669921875,17478.23046875,17600.419921875,5599860000
2024-02-14 05:00:00,17728.900390625,17815.1796875,17619.919921875,17807.630859375,5092660000
2024-02-15 05:00:00,17815.3203125,17864.58984375,17722.310546875,17845.720703125,6049100000
2024-02-16 05:00:00,17853.58984375,17864.16015625,17663.400390625,17685.98046875,5223800000
2024-02-20 05:00:00,17591.169921875,17657.080078125,17399.41015625,17546.099609375,5595700000
2024-02-21 05:00:00,17412.7890625,17482.130859375,17319.439453125,17478.91015625,4845740000
2024-02-22 05:00:00,17857.759765625,18034.80078125,17808.259765625,18004.69921875,5653930000
2024-02-23 05:00:00,18052.58984375,18091.619140625,17902.779296875,17937.609375,5077910000
2024-02-26 05:00:00,17970.2109375,18014.109375,17926.66015625,17933.330078125,5417630000
2024-02-27 05:00:00,17962.580078125,17987.5390625,17871.060546875,17971.05078125,5423020000
2024-02-28 05:00:00,17895.029296875,17931.009765625,17840.359375,17874.5,5581690000
2024-02-29 05:00:00,17991.669921875,18068.51953125,17866.259765625,18043.849609375,6265340000
2024-03-01 05:00:00,18069.2890625,18333.259765625,18064.439453125,18302.91015625,5457910000
2024-03-04 05:00:00,18290.099609375,18313.4296875,18218.25,18226.48046875,5725470000
2024-03-05 05:00:00,18088.7109375,18097.5,17804.5,17897.869140625,6356800000
2024-03-06 05:00:00,18083.509765625,18142.880859375,17941.640625,18017.5703125,5511370000
2024-03-07 05:00:00,18161.73046875,18337.94921875,18101.4296875,18297.990234375,5072790000
2024-03-08 05:00:00,18312.7890625,18416.73046875,17995.380859375,18018.44921875,5411790000
2024-03-11 04:00:00,17959.6796875,18003.05078125,17873.330078125,17951.689453125,4917620000
2024-03-12 04:00:00,18063.01953125,18228.369140625,17919.330078125,18219.109375,5100330000
2024-03-13 04:00:00,18151.759765625,18163.740234375,18030.400390625,18068.470703125,4839000000
