datetime,open,high,low,close,volume
2025-09-29 12:00:00,6661.580078125,6677.31005859375,6653.89013671875,6660.22021484375,663144862
2025-09-29 16:00:00,6660.2099609375,6663.2099609375,6644.490234375,6661.7099609375,1263662000
2025-09-30 12:00:00,6656.18994140625,6665.14990234375,6641.0,6658.7001953125,759380581
2025-09-30 16:00:00,6658.75,6691.25,6642.7099609375,6687.06005859375,1396425000
2025-10-01 12:00:00,6664.919921875,6697.18017578125,6656.2001953125,6694.68994140625,772809191
2025-10-01 16:00:00,6694.60009765625,6718.47998046875,6690.06005859375,6710.919921875,1489180000
2025-10-02 12:00:00,6731.31005859375,6731.93994140625,6693.22998046875,6706.72021484375,688762594
2025-10-02 16:00:00,6706.6298828125,6722.68017578125,6700.91015625,6715.7998046875,1228552000
2025-10-03 12:00:00,6722.14013671875,6750.8701171875,6722.14013671875,6748.8798828125,622766740
2025-10-03 16:00:00,6748.81005859375,6749.43994140625,6705.669921875,6715.85986328125,1281519000
2025-10-06 12:00:00,6733.85986328125,6743.60986328125,6717.77978515625,6742.47021484375,678704253
2025-10-06 16:00:00,6742.419921875,6749.52001953125,6737.509765625,6740.2900390625,1284478000
2025-10-07 12:00:00,6746.14013671875,6754.490234375,6699.9599609375,6707.77978515625,1431039000
2025-10-07 16:00:00,6707.72998046875,6719.2099609375,6702.18017578125,6714.27978515625,1168734000
2025-10-08 12:00:00,6723.8701171875,6754.91015625,6718.08984375,6750.43994140625,616963590
2025-10-08 16:00:00,6750.43017578125,6755.64013671875,6745.56005859375,6753.580078125,1230064000
2025-10-09 12:00:00,6760.5,6764.580078125,6723.740234375,6733.72998046875,637850712
2025-10-09 16:00:00,6733.72021484375,6736.4501953125,6716.169921875,6734.91015625,1172188000
2025-10-10 12:00:00,6740.490234375,6762.39990234375,6618.10009765625,6638.3701171875,995957795
2025-10-10 16:00:00,6638.4599609375,6648.7998046875,6550.77978515625,6552.7998046875,1457314000
2025-10-13 12:00:00,6622.52978515625,6661.2001953125,6620.7099609375,6657.47021484375,589390544
2025-10-13 16:00:00,6657.64013671875,6668.68017578125,6640.27001953125,6653.91015625,1125741000
2025-10-14 12:00:00,6602.490234375,6661.27978515625,6555.06982421875,6659.43994140625,662481898
2025-10-14 16:00:00,6659.52978515625,6680.7001953125,6626.41015625,6643.91015625,1267084000
2025-10-15 12:00:00,6688.27001953125,6724.1201171875,6661.60009765625,6678.66015625,675686370
2025-10-15 16:00:00,6678.740234375,6680.6201171875,6612.10986328125,6671.5,1240565000
2025-10-16 12:00:00,6689.02001953125,6709.33984375,6645.89990234375,6646.759765625,770616376
2025-10-16 16:00:00,6646.85986328125,6664.08984375,6593.990234375,6629.0,1523716000
2025-10-17 12:00:00,6613.27001953125,6658.0498046875,6603.759765625,6653.10986328125,722942390
2025-10-17 16:00:00,6653.10986328125,6678.8798828125,6628.35986328125,6662.91015625,1215871000
2025-10-20 12:00:00,6690.0498046875,6736.22998046875,6690.0498046875,6729.77978515625,601630486
2025-10-20 16:00:00,6729.83984375,6744.35009765625,6725.669921875,6734.77001953125,1091727000
2025-10-21 12:00:00,6736.75,6749.91015625,6722.02978515625,6748.60986328125,783234233
2025-10-21 16:00:00,6748.68017578125,6752.16015625,6730.080078125,6734.759765625,1319377000
2025-10-22 12:00:00,6741.33984375,6741.75,6694.68994140625,6698.4599609375,874902570
2025-10-22 16:00:00,6698.52001953125,6705.25,6655.68994140625,6699.77978515625,1501785000
2025-10-23 12:00:00,6703.64990234375,6732.64990234375,6700.14013671875,6728.02978515625,791187866
2025-10-23 16:00:00,6727.919921875,6749.52978515625,6726.9501953125,6738.169921875,1419503000
2025-10-24 12:00:00,6772.06982421875,6806.419921875,6772.06982421875,6802.0400390625,717311522
2025-10-24 16:00:00,6801.81005859375,6807.10986328125,6789.330078125,6791.14013671875,1241858000
2025-10-27 12:00:00,6845.4599609375,6860.10009765625,6843.93994140625,6857.259765625,763274530
2025-10-27 16:00:00,6857.18017578125,6877.27978515625,6853.830078125,6874.5,1305930000
2025-10-28 12:00:00,6897.740234375,6897.740234375,6870.72998046875,6883.740234375,720424399
2025-10-28 16:00:00,6883.72998046875,6911.2998046875,6883.3701171875,6890.89013671875,1562415000
2025-10-29 12:00:00,6910.9501953125,6920.33984375,6898.39990234375,6907.72998046875,849768385
2025-10-29 16:00:00,6907.75,6910.8798828125,6851.91015625,6892.169921875,1747782000
2025-10-30 12:00:00,6860.5,6880.75,6834.93017578125,6871.5,887218765
2025-10-30 16:00:00,6871.7099609375,6871.72998046875,6820.68994140625,6822.43017578125,1667647000
2025-10-31 12:00:00,6879.169921875,6879.169921875,6826.2099609375,6838.93017578125,780446522
